Match ID,Date,Venue,Bat First,Bat Second,Innings,Over,Ball,Batter,Non Striker,Bowler,Batter Runs,Extra Runs,Runs From Ball,Ball Rebowled,Extra Type,Wicket,Method,Player Out,Innings Runs,Innings Wickets,Target Score,Runs to Get,Balls Remaining,Winner,Chased Successfully,Total Batter Runs,Total Non Striker Runs,Batter Balls Faced,Non Striker Balls Faced,Player Out Runs,Player Out Balls Faced,Bowler Runs Conceded,Valid Ball
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,1,6,SV Samson,T Kohler-Cadmore,Arshdeep Singh,4,0,4,0,[],0,,,15,1,,,,Punjab Kings,0,,,,,,,4,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,1,T Kohler-Cadmore,SV Samson,SM Curran,0,0,0,0,[],0,,,15,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,2,T Kohler-Cadmore,SV Samson,SM Curran,6,0,6,0,[],0,,,21,1,,,,Punjab Kings,0,,,,,,,6,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,3,T Kohler-Cadmore,SV Samson,SM Curran,0,0,0,0,[],0,,,21,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,4,T Kohler-Cadmore,SV Samson,SM Curran,0,0,0,0,[],0,,,21,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,5,T Kohler-Cadmore,SV Samson,SM Curran,0,0,0,0,[],0,,,21,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,2,6,T Kohler-Cadmore,SV Samson,SM Curran,0,0,0,0,[],0,,,21,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,1,SV Samson,T Kohler-Cadmore,Arshdeep Singh,2,0,2,0,[],0,,,23,1,,,,Punjab Kings,0,,,,,,,2,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,2,SV Samson,T Kohler-Cadmore,Arshdeep Singh,4,0,4,0,[],0,,,27,1,,,,Punjab Kings,0,,,,,,,4,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,3,SV Samson,T Kohler-Cadmore,Arshdeep Singh,0,0,0,0,[],0,,,27,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,4,SV Samson,T Kohler-Cadmore,Arshdeep Singh,4,0,4,0,[],0,,,31,1,,,,Punjab Kings,0,,,,,,,4,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,5,SV Samson,T Kohler-Cadmore,Arshdeep Singh,0,0,0,0,[],0,,,31,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,3,6,SV Samson,T Kohler-Cadmore,Arshdeep Singh,0,0,0,0,[],0,,,31,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,1,T Kohler-Cadmore,SV Samson,NT Ellis,1,0,1,0,[],0,,,32,1,,,,Punjab Kings,0,,,,,,,1,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,2,SV Samson,T Kohler-Cadmore,NT Ellis,0,0,0,0,[],0,,,32,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,3,SV Samson,T Kohler-Cadmore,NT Ellis,1,0,1,0,[],0,,,33,1,,,,Punjab Kings,0,,,,,,,1,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,4,T Kohler-Cadmore,SV Samson,NT Ellis,0,0,0,0,[],0,,,33,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,5,T Kohler-Cadmore,SV Samson,NT Ellis,0,0,0,0,[],0,,,33,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,4,6,T Kohler-Cadmore,SV Samson,NT Ellis,1,0,1,0,[],0,,,34,1,,,,Punjab Kings,0,,,,,,,1,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,1,T Kohler-Cadmore,SV Samson,HV Patel,4,0,4,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,4,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,2,T Kohler-Cadmore,SV Samson,HV Patel,0,0,0,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,3,T Kohler-Cadmore,SV Samson,HV Patel,0,0,0,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,4,T Kohler-Cadmore,SV Samson,HV Patel,0,0,0,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,5,T Kohler-Cadmore,SV Samson,HV Patel,0,0,0,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,0,1
65,2024-05-15,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,1,5,6,T Kohler-Cadmore,SV Samson,HV Patel,0,0,0,0,[],0,,,38,1,,,,Punjab Kings,0,,,,,,,0,1
